ID	NOGNA-2M-EF_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-GH_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-IJ_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-KL_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-MN_samtools_idxstats_miRNA_counts.txt	NOGNA-2M-OP_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-CD_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-HL_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-MN_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-OP_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-QR_samtools_idxstats_miRNA_counts.txt	NOGNA-6M-ST_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-AB_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-CD_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-EF_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-GH_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-IJ_samtools_idxstats_miRNA_counts.txt	NOGNA-12M-KL_samtools_idxstats_miRNA_counts.txt
*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7a-2-3p	0	0	0	0	0	0	4	0	0	0	39	0	4	11	7	19	5	0
mmu-let-7a-5p	78347	89418	58264	47900	143651	97511	198333	71377	69515	63008	67813	105538	145739	214986	249035	201966	188920	116442
mmu-let-7b-3p	154	131	231	270	287	243	261	321	219	136	224	386	283	284	395	402	256	155
mmu-let-7b-5p	16490	20274	21412	21429	25680	18868	33865	23202	19350	21196	23180	22778	26892	34403	40335	35505	34129	24225
mmu-let-7c-1-3p	31	27	148	0	58	22	48	36	34	78	55	50	68	66	67	60	54	28
mmu-let-7c-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-let-7c-5p	88307	110422	62264	47551	161973	117554	233848	80997	75093	74373	79689	123909	172576	240724	289926	240945	229751	155428
mmu-let-7d-3p	2395	2095	2034	2607	2693	2347	2536	2363	2395	2706	2766	2274	1923	2195	2584	2237	2154	1380
mmu-let-7d-5p	49632	59264	45013	43368	92584	74020	139617	55374	51841	54684	55958	77934	104907	141563	156114	132243	137650	77992
mmu-let-7e-3p	584	335	366	504	646	602	901	547	530	829	809	729	663	843	1014	860	746	397
mmu-let-7e-5p	18071	20529	12577	8900	38293	28083	63139	19475	18694	18517	18659	29649	40716	58780	67368	54571	54527	33683
mmu-let-7f-1-3p	87	98	160	0	62	43	66	65	125	25	0	52	54	76	81	78	45	16
mmu-let-7f-2-3p	0	0	0	0	15	0	1	0	8	0	22	4	13	2	5	4	4	1
mmu-let-7f-5p	100938	109065	76892	57529	139681	98612	162757	75966	77269	68334	71294	107655	121384	194164	207693	161434	155214	89306
mmu-let-7g-3p	0	40	0	0	23	9	49	31	11	22	0	9	26	40	27	51	23	11
mmu-let-7g-5p	55414	60568	42403	33980	95889	69812	124199	46494	48682	48191	46380	67366	83789	129799	147223	109641	108105	61958
mmu-let-7i-3p	49	40	52	53	140	38	164	43	202	169	31	127	93	151	183	248	119	92
mmu-let-7i-5p	23604	27369	17514	15075	41966	33986	48879	21948	18129	18162	18164	27200	33529	47189	56239	43256	42882	25070
mmu-let-7j	5	6	2	0	12	8	12	3	2	3	7	7	5	6	12	15	8	4
mmu-let-7k	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	0	2	1
mmu-miR-100-3p	0	48	22	48	39	15	49	66	14	0	23	40	33	64	36	30	35	25
mmu-miR-100-5p	144221	150754	183369	134483	94796	88860	73764	88311	80483	77706	78253	110780	63467	60524	69118	67161	59430	27402
mmu-miR-101a-3p	77	62	89	158	149	83	191	183	216	264	94	228	272	273	252	319	142	30
mmu-miR-101a-5p	24	10	66	49	55	54	84	45	165	60	77	64	175	112	99	94	65	43
mmu-miR-101b-3p	46	91	172	60	45	71	119	140	145	123	90	93	94	93	123	81	74	43
mmu-miR-101b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-101c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-103-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
mmu-miR-103-2-5p	10	22	85	23	22	30	31	0	53	0	104	5	30	22	35	7	11	5
mmu-miR-103-3p	33787	36039	29266	28662	60469	50689	98368	35685	33334	35009	33883	49550	59512	83242	96473	70684	70219	36747
mmu-miR-105	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1
mmu-miR-106a-3p	0	0	0	0	2	0	1	0	5	0	0	7	5	0	0	5	0	1
mmu-miR-106a-5p	63	28	22	0	137	23	20	76	1	0	9	57	49	51	49	58	36	33
mmu-miR-106b-3p	89	84	105	102	168	226	396	141	84	116	164	166	194	290	401	245	309	155
mmu-miR-106b-5p	487	429	377	322	763	512	824	600	433	218	420	750	507	941	953	835	570	330
mmu-miR-107-3p	5852	5477	4466	5229	11922	9367	19291	6104	6806	7292	6428	8825	11734	16675	18926	14030	13213	7076
mmu-miR-107-5p	0	0	0	0	19	0	25	0	0	0	0	0	10	13	13	17	5	9
mmu-miR-10a-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	4	0
mmu-miR-10a-5p	557	688	741	577	319	366	312	585	358	301	310	537	419	273	377	336	216	162
mmu-miR-10b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-10b-5p	573	972	1037	674	247	263	117	263	169	113	212	228	132	123	142	143	106	45
mmu-miR-1187	0	0	0	0	7	15	6	27	14	0	0	0	14	9	19	17	14	9
mmu-miR-1188-3p	47	0	0	0	8	1	21	0	0	23	5	2	2	13	7	2	24	7
mmu-miR-1188-5p	41	5	12	68	32	0	37	0	13	17	0	30	17	38	48	34	30	25
mmu-miR-1190	0	0	0	0	0	7	5	0	0	0	0	0	3	10	4	7	1	4
mmu-miR-1191a	39	0	55	0	38	0	25	12	0	0	0	0	25	23	29	9	8	8
mmu-miR-1191b-3p	0	0	0	0	0	8	0	0	0	0	0	0	6	2	0	6	0	3
mmu-miR-1191b-5p	0	12	0	0	3	0	0	0	0	0	0	0	4	7	7	0	1	0
mmu-miR-1192	0	0	0	1	4	0	1	0	0	0	0	0	0	0	2	0	0	0
mmu-miR-1193-3p	94	36	88	84	168	19	83	45	109	83	57	102	78	71	88	75	48	25
mmu-miR-1193-5p	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	2	0
mmu-miR-1194	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
mmu-miR-1195	48	169	102	56	176	166	140	36	115	57	21	142	72	103	142	175	86	73
mmu-miR-1197-3p	0	0	0	0	0	15	1	0	0	0	0	16	3	4	7	8	1	1
mmu-miR-1197-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
mmu-miR-1198-3p	0	5	0	0	0	16	5	9	0	9	0	4	0	5	5	2	1	8
mmu-miR-1198-5p	567	613	518	662	627	736	1293	978	499	585	677	891	821	1117	1427	993	1294	831
mmu-miR-1199-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
mmu-miR-1199-5p	0	0	45	0	0	0	1	0	0	0	13	0	0	4	1	4	0	0
mmu-miR-12178-3p	31	0	0	17	15	0	3	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-12178-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	3	9	0	0	3
mmu-miR-12179-5p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
mmu-miR-12180-3p	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0
mmu-miR-12181-3p	0	0	0	0	3	3	2	0	0	0	0	0	0	5	5	0	0	1
mmu-miR-12181-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-12182-3p	0	0	0	0	8	0	0	0	0	0	0	4	0	0	3	0	0	0
mmu-miR-12182-5p	0	14	0	0	6	0	23	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-12183-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-12184-3p	0	0	0	0	2	0	1	22	0	0	3	0	0	0	4	0	0	2
mmu-miR-12184-5p	17	0	0	0	10	6	11	0	0	0	0	0	5	2	5	7	8	3
mmu-miR-12185-3p	28	14	0	14	17	13	80	55	35	0	19	32	15	57	47	35	45	20
mmu-miR-12185-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	3	3	0
mmu-miR-12186-3p	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	7
mmu-miR-12186-5p	0	0	0	0	0	0	1	0	0	0	0	0	4	3	0	0	0	0
mmu-miR-12187-3p	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	1
mmu-miR-12187-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	2
mmu-miR-12188-3p	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	5	0
mmu-miR-12188-5p	0	1	0	0	4	0	5	0	0	0	0	17	0	5	4	2	5	14
mmu-miR-12189-3p	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	0
mmu-miR-12190-3p	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0
mmu-miR-12191-3p	0	0	0	0	9	9	4	0	0	0	0	0	0	0	0	7	1	0
mmu-miR-12191-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
mmu-miR-12192-5p	0	0	0	0	3	0	7	0	0	0	0	2	0	13	17	6	11	8
mmu-miR-12193-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
mmu-miR-12193-5p	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0
mmu-miR-12194-3p	0	0	0	0	11	0	2	0	0	0	0	0	11	12	4	3	1	3
mmu-miR-12195-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-12195-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-12196-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-12196-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mmu-miR-12197-3p	26	9	0	0	1	3	1	0	0	0	0	7	1	10	8	5	6	8
mmu-miR-12198-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
mmu-miR-12199-3p	0	0	0	0	0	0	2	0	0	0	0	15	1	0	0	4	0	0
mmu-miR-122-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-122-5p	4	5	24	0	47	17	24	0	0	19	10	15	6	21	19	16	26	12
mmu-miR-12200-3p	0	0	0	0	4	0	1	0	0	0	0	23	0	0	0	2	0	0
mmu-miR-12200-5p	15	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	5	1
mmu-miR-12201-3p	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	2	0
mmu-miR-12201-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
mmu-miR-12202-3p	0	20	0	0	0	20	1	0	0	0	0	0	1	3	0	2	8	7
mmu-miR-12202-5p	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
mmu-miR-12203-3p	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	7	2	0
mmu-miR-12203-5p	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
mmu-miR-12204-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
mmu-miR-12205-3p	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
mmu-miR-12205-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-12206-5p	0	5	0	0	9	6	2	25	0	18	5	15	0	4	5	14	3	7
mmu-miR-1224-3p	15	19	0	0	9	14	45	42	64	16	83	44	10	28	35	26	24	34
mmu-miR-1224-5p	444	476	1218	1323	539	638	661	1027	959	1288	935	637	654	720	635	578	713	490
mmu-miR-122b-3p	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-122b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1231-3p	0	0	0	0	6	0	1	0	0	0	10	5	7	4	6	1	5	2
mmu-miR-1231-5p	0	0	0	0	8	9	2	0	0	0	0	0	0	7	2	1	11	0
mmu-miR-124-3p	756087	717950	804780	668017	822927	807876	1004255	732913	526027	596503	701344	885418	710046	696098	849313	664130	589554	307475
mmu-miR-124-5p	104	113	101	56	255	172	547	208	194	217	75	173	352	476	538	380	370	178
mmu-miR-1247-3p	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	3	0
mmu-miR-1247-5p	64	67	20	172	34	129	51	16	39	0	0	69	24	9	44	7	19	13
mmu-miR-1249-3p	1751	1854	2767	2398	4027	2444	8767	3886	5216	4925	5103	5919	6139	7403	8196	6948	5466	4340
mmu-miR-1249-5p	11	0	35	0	6	22	5	0	0	0	0	6	0	2	2	8	3	2
mmu-miR-124b-3p	0	0	0	42	0	0	0	0	0	0	0	0	0	10	0	6	0	0
mmu-miR-1251-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0
mmu-miR-1251-5p	0	0	0	0	25	0	22	0	14	18	0	20	16	34	36	22	26	3
mmu-miR-1258-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1258-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-125a-3p	291	313	204	199	317	361	510	249	234	233	272	389	429	433	501	420	490	353
mmu-miR-125a-5p	40833	43927	55045	38123	42384	41982	41371	41954	39633	52497	44602	49327	35841	39323	45121	40127	32054	19912
mmu-miR-125b-1-3p	337	403	368	367	255	237	496	415	289	264	336	389	322	360	468	381	404	250
mmu-miR-125b-2-3p	366	434	478	235	583	341	967	323	387	395	281	452	484	795	1202	694	680	407
mmu-miR-125b-5p	254613	209425	284932	232429	247007	226204	257222	221242	198662	259624	239364	269919	198047	201973	236843	186733	157383	92578
mmu-miR-1264-3p	37535	28715	50259	18294	16767	9907	4922	15813	13389	9131	9771	12285	2609	2603	2642	4100	2181	920
mmu-miR-1264-5p	1140	653	831	692	771	244	339	459	309	211	178	466	189	246	232	345	152	67
mmu-miR-126a-3p	253078	390966	393602	150718	312410	265297	70367	217091	198296	137415	152414	292578	169389	221597	221751	335386	143821	107586
mmu-miR-126a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-126b-3p	100	14	95	0	75	28	12	47	90	15	69	65	43	61	31	76	18	12
mmu-miR-126b-5p	205	369	586	395	242	129	48	257	303	285	223	433	139	171	141	188	69	39
mmu-miR-127-3p	214626	177103	245399	227230	262758	218567	241594	195370	184890	166451	180555	207245	142937	158194	202946	149678	133991	94712
mmu-miR-127-5p	184	169	121	103	422	261	781	149	168	298	109	419	385	590	533	410	490	210
mmu-miR-1271-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1271-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-128-1-5p	24	39	0	49	80	43	205	16	15	111	19	89	143	196	193	139	185	109
mmu-miR-128-2-5p	34	0	39	78	53	28	137	50	71	64	79	101	85	190	155	95	181	61
mmu-miR-128-3p	46475	39379	32683	57954	82077	57021	154633	52017	46144	55163	56375	75058	73749	123361	138781	86368	111220	57578
mmu-miR-129-1-3p	3964	3572	3292	4018	6330	4061	11058	3083	2868	4821	4003	5937	7329	9241	9875	6486	6909	3604
mmu-miR-129-2-3p	8475	6197	7679	12009	23827	14871	50353	17423	17402	25037	20735	27856	41228	44320	47526	36911	36275	19475
mmu-miR-129-5p	2744	3476	2261	2609	6124	4786	9279	3260	3529	3671	4272	4588	6259	8014	9575	6839	7770	4798
mmu-miR-1291	0	0	0	0	10	8	0	0	0	0	0	0	5	7	4	1	2	0
mmu-miR-1298-3p	2448	2349	2213	970	2087	849	872	1038	749	586	473	1155	324	473	562	755	362	221
mmu-miR-1298-5p	44444	34647	43120	15348	30504	12310	8589	19927	15005	11198	9905	12730	3569	4387	3582	8322	3170	1287
mmu-miR-129b-3p	28	0	32	0	2	0	1	0	0	0	0	0	4	2	1	11	18	0
mmu-miR-129b-5p	43	32	39	71	48	72	69	47	11	34	0	87	67	91	95	23	55	36
mmu-miR-1306-3p	0	35	0	38	5	24	9	0	1	0	22	1	2	2	13	11	12	0
mmu-miR-1306-5p	74	94	54	34	48	115	131	98	125	121	139	115	105	116	156	172	148	86
mmu-miR-130a-3p	16539	20377	22049	10606	15373	12560	7351	10677	9495	8214	6661	10317	7705	8552	8830	10149	6695	3649
mmu-miR-130a-5p	0	1	0	0	38	16	11	19	0	37	22	13	0	3	16	42	2	6
mmu-miR-130b-3p	75	109	132	0	153	123	255	17	87	126	116	142	158	233	247	151	150	72
mmu-miR-130b-5p	35	50	0	84	90	107	193	39	43	60	83	81	167	254	250	136	186	74
mmu-miR-130c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-132-3p	11189	12093	7373	13572	33151	20317	57057	14369	15911	20411	20752	23710	31805	51806	60304	39654	48098	29376
mmu-miR-132-5p	2943	3353	3008	3504	5290	4030	6203	2666	2524	3277	3171	4536	3416	5252	5563	3015	4198	1971
mmu-miR-133a-3p	0	15	0	19	20	12	29	30	4	45	10	14	30	37	39	60	29	14
mmu-miR-133a-5p	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-133b-3p	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	1	0
mmu-miR-133b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-133c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mmu-miR-134-3p	54	25	0	0	72	13	48	29	49	0	22	29	46	69	64	94	77	33
mmu-miR-134-5p	35	53	84	28	113	90	116	120	92	80	25	54	84	95	123	70	103	94
mmu-miR-135a-1-3p	0	0	0	27	11	23	15	0	0	0	16	7	0	14	24	9	22	8
mmu-miR-135a-2-3p	0	8	0	30	15	0	30	18	17	32	0	18	44	15	7	15	25	14
mmu-miR-135a-5p	2816	2020	3392	4059	6442	3462	5749	3806	5175	5886	5097	6465	5448	5973	5825	4670	3734	2003
mmu-miR-135b-3p	0	0	0	0	6	0	2	0	0	0	0	0	5	6	0	0	2	0
mmu-miR-135b-5p	685	525	639	900	1380	718	1526	804	889	1307	1160	1409	1401	1501	1297	1092	914	440
mmu-miR-136-3p	662	321	345	697	1196	451	1476	955	1091	1198	696	1268	1238	1350	1402	1358	932	316
mmu-miR-136-5p	578	382	865	861	1513	1158	1602	1079	1123	1549	1252	1765	1563	1575	1224	1423	1146	422
mmu-miR-137-3p	10120	8380	9376	7634	17985	16138	19037	11638	11613	10699	9658	14781	15871	19280	20178	16716	15582	7892
mmu-miR-137-5p	52	62	27	146	110	157	174	100	95	101	93	89	123	162	209	134	190	74
mmu-miR-138-1-3p	0	0	0	0	52	83	99	23	0	40	31	67	75	80	90	79	74	52
mmu-miR-138-2-3p	42	58	67	105	192	205	293	95	101	90	104	292	270	243	300	265	299	207
mmu-miR-138-5p	35758	31990	33513	43868	75097	65299	104677	59908	43412	48610	43745	61227	63704	93992	112302	76664	79526	41652
mmu-miR-139-3p	597	478	1042	1456	435	417	483	1007	864	1049	887	553	521	374	493	479	564	342
mmu-miR-139-5p	10269	9700	7542	7801	21880	15869	36737	12254	11439	11818	12509	16589	22054	33416	38588	29808	32975	16850
mmu-miR-140-3p	413	450	456	347	337	208	324	329	260	206	130	425	262	502	481	469	308	225
mmu-miR-140-5p	578	497	620	562	892	472	764	463	856	874	1097	944	951	994	1042	1057	882	370
mmu-miR-141-3p	713	19	701	491	491	62	11	202	312	1584	28	889	88	869	18	13	1	63
mmu-miR-141-5p	15	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
mmu-miR-142a-3p	98	83	330	130	84	94	101	105	185	292	176	133	117	108	109	149	74	26
mmu-miR-142a-5p	19	40	157	46	34	32	36	33	136	8	59	66	42	50	59	73	24	3
mmu-miR-142b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-143-3p	114266	197995	181754	72756	114505	70603	18070	82178	75603	59270	58194	83117	62722	61485	52371	100046	41522	29848
mmu-miR-143-5p	43	25	56	81	50	40	20	33	79	60	23	14	35	21	9	24	13	2
mmu-miR-144-3p	238	289	540	184	218	92	43	311	291	226	216	366	160	165	111	351	81	44
mmu-miR-144-5p	0	9	0	0	6	0	2	9	21	0	28	10	7	15	13	4	1	1
mmu-miR-145a-3p	2623	3329	3413	1688	2288	1632	458	2356	1957	1276	900	2409	1492	1455	1242	2272	973	478
mmu-miR-145a-5p	145352	190054	252717	95532	148551	118388	30459	124124	126850	116181	108330	164330	116267	96287	91344	162883	68302	38460
mmu-miR-145b	0	0	0	0	7	4	0	0	0	0	0	23	4	6	1	17	2	0
mmu-miR-146a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
mmu-miR-146a-5p	719	1680	834	441	820	1038	1038	426	476	286	269	864	714	1112	1118	1003	1061	760
mmu-miR-146b-3p	0	0	65	0	6	37	21	0	0	19	32	27	3	9	22	6	13	10
mmu-miR-146b-5p	1157	1348	689	759	1098	973	1763	538	446	695	416	1131	854	1386	1686	1059	1317	834
mmu-miR-147-3p	0	0	0	0	13	0	2	0	0	30	0	11	0	4	0	7	7	6
mmu-miR-147-5p	0	3	0	0	0	0	0	9	1	0	0	0	0	0	1	0	0	0
mmu-miR-148a-3p	1502	1277	1791	1271	2029	1556	1716	1899	1404	1882	1343	2096	1413	1416	1378	1403	1134	519
mmu-miR-148a-5p	0	0	0	0	0	0	1	0	47	0	0	0	11	7	4	3	3	0
mmu-miR-148b-3p	819	633	626	633	1326	759	1624	827	847	713	690	1101	1081	1560	1644	1519	1076	602
mmu-miR-148b-5p	0	15	29	0	13	4	8	0	5	0	48	0	20	20	28	26	13	8
mmu-miR-149-3p	22	0	0	0	4	11	4	0	12	18	23	14	3	5	6	22	1	9
mmu-miR-149-5p	8758	9170	8665	9085	13355	11782	19363	10197	11308	12008	10450	12850	13446	15118	18198	14719	14768	9822
mmu-miR-150-3p	56	27	0	0	27	27	12	84	35	31	78	50	31	27	37	61	30	12
mmu-miR-150-5p	20914	23140	31174	20920	35995	27810	10345	31973	32866	33400	35602	40783	30818	39834	37337	57122	25414	17763
mmu-miR-151-3p	2590	3625	2945	1955	2066	2786	1948	1462	1166	1173	1551	1982	1237	1809	1774	1695	1813	1291
mmu-miR-151-5p	11200	17476	11385	8902	16119	11989	17810	9806	8476	7272	7755	11933	14134	19310	21241	19358	20360	12594
mmu-miR-152-3p	8035	9770	13768	7375	7477	6144	3217	7776	6919	5600	5709	8192	4627	6046	5783	7671	4005	2115
mmu-miR-152-5p	0	29	22	0	13	0	9	33	12	37	25	3	9	8	0	13	7	2
mmu-miR-153-3p	2669	1641	2751	3072	5126	2385	5228	4892	4358	6245	3880	5606	6569	5643	4235	6011	3213	1201
mmu-miR-153-5p	146	78	196	144	351	241	348	119	192	213	288	96	257	424	442	302	266	152
mmu-miR-154-3p	883	364	912	780	1783	1109	3406	1344	1549	1336	1090	2132	2219	3302	3325	2613	2260	979
mmu-miR-154-5p	1219	820	945	1477	3746	2463	6636	1535	1125	1354	1556	2286	2640	5664	7026	3420	4155	2844
mmu-miR-155-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0
mmu-miR-155-5p	7	17	51	0	19	13	4	0	0	52	4	34	15	22	28	22	11	24
mmu-miR-15a-3p	0	0	20	0	0	0	9	0	0	0	16	0	0	0	13	6	4	2
mmu-miR-15a-5p	1306	1119	1708	986	2474	1326	2750	1651	1625	1871	1843	2368	2203	3453	3752	2750	1863	1013
mmu-miR-15b-3p	34	42	38	30	33	23	28	44	53	0	0	27	21	63	63	74	43	17
mmu-miR-15b-5p	3582	5498	6508	2759	3869	3399	2627	3168	2844	3173	3022	3945	2945	3480	4114	3899	2485	1536
mmu-miR-16-1-3p	0	0	0	0	0	0	4	0	0	1	0	0	0	0	4	0	3	1
mmu-miR-16-2-3p	0	0	23	0	13	0	21	32	17	72	23	19	27	20	33	16	21	8
mmu-miR-16-5p	141127	206133	162154	94271	168633	140749	170791	90699	93959	81282	78954	125492	123972	197227	214330	179879	164331	95101
mmu-miR-1668	0	0	0	0	0	0	9	0	0	0	0	0	0	8	5	1	1	7
mmu-miR-17-3p	51	167	78	46	168	111	120	80	27	58	30	114	124	88	187	176	106	91
mmu-miR-17-5p	1597	1768	1476	442	2036	2141	1573	1194	994	870	932	1819	1609	2241	2151	2228	1896	1144
mmu-miR-181a-1-3p	2085	1819	1820	1831	2690	2117	4271	1944	1674	1711	1252	2394	2014	3384	3849	2620	2658	1355
mmu-miR-181a-2-3p	64	222	101	128	206	196	275	244	80	93	83	221	152	273	232	176	205	100
mmu-miR-181a-5p	21539	30745	20878	19059	39601	30623	63288	22158	18566	23234	17583	33855	37767	59395	65175	47335	54832	29475
mmu-miR-181b-1-3p	0	0	0	0	8	0	4	0	0	0	0	13	4	4	12	5	8	2
mmu-miR-181b-2-3p	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0
mmu-miR-181b-5p	2902	3539	2331	3076	5304	4536	6120	3418	3132	2628	2747	3583	3894	6140	7335	4536	6440	4119
mmu-miR-181c-3p	905	872	415	1075	1041	758	1346	710	565	592	466	836	782	1094	1122	890	787	485
mmu-miR-181c-5p	973	1186	1093	1313	1345	1123	1260	832	1062	1043	778	1118	1151	1170	1244	996	980	542
mmu-miR-181d-3p	14	43	69	34	9	20	12	0	0	0	0	5	14	13	13	17	18	3
mmu-miR-181d-5p	376	659	608	244	616	518	509	325	329	103	258	244	418	518	592	419	517	298
mmu-miR-182-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-182-5p	1040	88	385	731	796	87	245	341	403	916	264	1329	163	3056	264	286	296	383
mmu-miR-183-3p	0	0	44	0	3	0	1	0	0	0	0	0	2	7	1	0	0	0
mmu-miR-183-5p	663	81	254	256	658	60	97	124	253	302	66	956	72	1593	100	96	98	175
mmu-miR-1839-3p	194	255	217	170	354	207	683	226	173	423	147	392	534	656	659	659	462	153
mmu-miR-1839-5p	955	1119	785	888	2510	2148	4501	1412	1107	1520	1513	2405	2206	3931	4937	2596	3260	1986
mmu-miR-184-3p	43	56	70	4	30	38	62	27	27	16	30	65	35	57	39	27	47	22
mmu-miR-184-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
mmu-miR-1843a-3p	84	68	40	166	154	90	343	68	104	306	128	227	244	352	392	311	232	188
mmu-miR-1843a-5p	211	282	183	189	387	261	640	302	245	162	184	264	427	567	676	521	591	367
mmu-miR-1843b-3p	0	0	0	0	3	0	8	8	0	0	0	0	15	4	6	0	2	2
mmu-miR-1843b-5p	116	114	29	13	224	199	326	100	79	57	168	137	201	338	333	213	210	113
mmu-miR-185-3p	0	0	0	0	0	0	10	0	0	26	41	17	0	1	7	10	8	2
mmu-miR-185-5p	1358	1159	922	1067	2602	1490	4599	1424	1362	1233	1102	2298	2490	3911	4635	2862	3263	1742
mmu-miR-186-3p	0	0	37	31	13	14	26	44	50	0	11	42	22	25	17	18	11	14
